title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
Đất thổ cư khu dân cư Long Thành mặt tiền ql51,"1,65 tỷ","13,75 triệu/m²",120 m²,,,,"cách hẻm QL51 300m, Đường Bàu Cạn - Cẩm Đường, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Mặt tiền,7.3 m,16 m,
"BÁN NỀN LỘ OTO 6M  THÔNG ĐƯỜNG SỐ 5 KDC HỒNG PHÁT, AN BÌNH, NINH KIỀU.","1,5 tỷ","15,97 triệu/m²",93.9 m²,,,,"Đs 5 kdc Hồng Phát, Phường An Bình, Quận Ninh Kiều, Cần Thơ",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,4 m,23.4 m,
LÔ ĐẤT 175m2 FULL THỔ CƯ XÂY DỰNG TỰ DO,650 triệu,"3,71 triệu/m²",175 m²,,,,"Đường Nguyễn Thị Ni, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,,5 m,35 m,
"BÁN LÔ ĐẤT SIÊU ĐẸP GÓC 2MT TẠI PHƯỜNG PHÚ AN, TPHCM ( BẾN CÁT, BD )","4,7 tỷ","7,83 triệu/m²",600 m²,,,,"Dx609 , Xã Phú An, Thị xã Bến Cát, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,"Mặt tiền
Thổ cư 1 phần
Hẻm xe hơi",15 m,40 m,
🔥BÁN ĐẤT DIỆN TÍCH LỚN 68m2/ HẺM 8m Đ.NGUYỄN DUY TRINH GIÁ CHỈ 2 TỶ 9,"2,9 tỷ","42,65 triệu/m²",68 m²,,,m²,"Đường Nguyễn Duy Trinh, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",,,
CHÍNH CHỦ BÁN LÔ ĐẤT GẦN KHU CÔNG NGHIỆP ĐỨC HOÀ,680 triệu,"4,32 triệu/m²",157.3 m²,,,,"đường lộc giang, Xã An Ninh Tây, Huyện Đức Hòa, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,5 m,32 m,
CHÍNH CHỦ GỬI BÁN LÔ ĐẤT THỔ CƯ XÂY TRỌ CẠNH KCN SIKICO-SỔ SẴN-NHỰA 8M,479 triệu,"2,13 triệu/m²",225 m²,,,m²,"Đường Quốc lộ 13, Xã Minh Hưng, Huyện Chơn Thành, Bình Phước",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư 1 phần",5 m,45 m,
Bán đất Hoà Quý đường Phi Bình 6 rẻ nhất điện âm Dầu Khí gần sông,"4,15 tỷ","41,50 triệu/m²",100 m²,,,,"80, Đường Phi Bình 6, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất nền dự án,,Đã có sổ,,,,,Đông Bắc,,,,LK3A,"Mặt tiền
Thổ cư toàn bộ",5 m,20 m,
đất sổ riêng trả trước 250 triệu gần chợ Thạnh Phú - Phươg Tân Triều,250 triệu,"3,01 triệu/m²",83 m²,,,,"Bến Đôi, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,,,
BÁN ĐẤT P. TĂNG NHƠN PHÚ- HXH- 55TR/M2- NGANG 5 - 5TYxx,5 tỷ,"55,56 triệu/m²",90 m²,,,m²,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,5 m,16 m,
2156m2 gia 9tr3/m2 Phú Mãn - Quốc Oai - Hà Nội,"20,05 tỷ","9,30 triệu/m²",2156 m²,,,,"Phú Mãn, Xã Phú Mãn, Huyện Quốc Oai, Hà Nội",Đất thổ cư,,Đã có sổ,,,,,,,,,Phú mãn- Quốc Oai - Hà Nội,"Mặt tiền
Nở hậu",,,
Đất Nền Cạnh Khu Công Nghiệp Vinfast giá chỉ hơn 8tr/m2,"1,487 tỷ","8,50 triệu/m²",175 m²,,,,"Đường Nhựa 12m, Phường Kỳ Long, Thị xã Kỳ Anh, Hà Tĩnh",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,Khu Tái Định Cư Kỳ Long,"Thổ cư toàn bộ
Mặt tiền",7 m,25 m,
"Bán đất mặt tiền đường Nguyễn An Ninh - Phường Long Hương, Tp. Bà Rịa",900 triệu,"1,50 triệu/m²",600 m²,,,m²,"Đường Nguyễn An Ninh, Phường Long Hương, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,20 m,30 m,
Bán Đất Giá Rẻ Tiềm Năng Cao,3 tỷ,"3,94 triệu/m²",761 m²,,,m²,"Thôn Tràng Dầu Xã Đồng Tĩnh Huyện Tam Dương Vĩnh Phúc, Xã Đồng Tĩnh, Huyện Tam Dương, Vĩnh Phúc",Đất thổ cư,,Đã có sổ,,,,,,,,,,Thổ cư 1 phần,,,
"Đầu tư an toàn – Đất giá rẻ,tiềm năng lớn
An Phú Tây, Bình Chánh 980tr",980 triệu,"11,01 triệu/m²",89 m²,,,m²,"Đường Bờ Huệ, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,5 m,17.8 m,
"ĐẤT HOÀ TIẾN SÁT ĐƯỜNG CHÍNH, CÁCH VÀNG ĐAI 200m","1,15 tỷ","9,35 triệu/m²",123 m²,,,,"Đường tỉnh 605, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư toàn bộ",5 m,,
"Lộ diện lô đất vàng Quốc lộ 50 xã Phước Đông, Cần Đước, LA,142m2/2,2tỷ","2,2 tỷ","15,49 triệu/m²",142 m²,,,m²,"Đường Quốc lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,,,
Cơ Hội Vàng Sở Hữu Lô Đất 105m² – Giá Tốt Tiềm Năng Tăng Giá Cao 1ty2,"1,2 tỷ","11,43 triệu/m²",105 m²,,,m²,"Tỉnh lộ 10, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Hẻm xe hơi",5 m,21 m,
Đất thổ dt 7x68m giá 3tỷ9.mặt tiền nhựa long khê cần đước Long An,"3,9 tỷ","8,19 triệu/m²",476 m²,,,m²,"835, Xã Long Khê, Huyện Cần Đước, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,7 m,68 m,
"BÁN ĐẤT TÂN HIỆP 200M2- FULL THỔ CƯ- HẺM XE HƠI- 3,8 TỶ.","3,8 tỷ",19 triệu/m²,200 m²,,,m²,"Đường Liên Xã Thị Trấn Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,13 m,16 m,
"BÁN ĐẤT FULL THỔ LÊ THỊ HÀ TÂN XUÂN GẦN ĐH HUFLIT-HXT THÔNG-7,6 TỶ.","7,6 tỷ","31,67 triệu/m²",240 m²,,,m²,"Đường Lê Thị Hà, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",7 m,34 m,
BÁN ĐẤT 520M2 FULL THỔ CƯ TÂN THỚI NHẤT QUẬN 12- HẺM NHỰA XE TẢI THÔNG,"23,5 tỷ","45,19 triệu/m²",520 m²,,,m²,"Đường Tân Thới Nhất 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,22 m,24 m,
Cần bán đất nền ngay chợ Bình Chánh,"4,2 tỷ","51,85 triệu/m²",81 m²,,,m²,"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Đất nền dự án,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",4 m,20 m,
Đất mặt tiền KDC phú Mỹ Hiệp phường Tân Đông Hiệp Tp Dĩ An,"3,15 tỷ","52,50 triệu/m²",60 m²,,,,"Đường Mỹ Phước - Tân Vạn, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ",4 m,15 m,
Bán đất mặt tiền thổ cư 100%,"1,75 tỷ",14 triệu/m²,125 m²,,,m²,"A6A, Xã Đức Hòa Hạ, Huyện Đức Hòa, Long An",Đất thổ cư,,Đã có sổ,,,,,Tây Bắc,,,,Khu dân cư Tân Đức - giai đoạn 2,"Mặt tiền
Thổ cư toàn bộ",5 m,25 m,
"Thanh khoản Đất MT Đường 10m5 sát bến xe trung tâm,+ nhà kho Kiên Cố.","5,19 tỷ","51,90 triệu/m²",100 m²,,,m²,"Đường Đàm Văn Lễ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,"Mặt tiền
Thổ cư toàn bộ",5 m,20 m,
BÁN ĐẤT KIỆT HÒA QUÝ,"1,77 tỷ","21,33 triệu/m²",83 m²,,,m²,"Kiệt Thị An, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Tây Bắc,,,,,Hẻm xe hơi,5 m,16.6 m,
[CHÍNH CHỦ] - Cần Tiền Bán Gấp,"5,8 tỷ","55,24 triệu/m²",105 m²,,,m²,"B1 Hồng Phước, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Mặt tiền,7 m,15 m,
CHỦ ĐỖ NỢ BÁN GẤP 11.3x30Mẻt THỔ CƯ 100% NGAY TRUNG TÂM KCN PHƯỚC ĐÔNG,"4,068 tỷ","11,31 triệu/m²",359.7 m²,,,,"Ngay Mặt Tiền DT782, Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Nở hậu
Thổ cư toàn bộ",11.33 m,30 m,
"Bán lô đất 10x15, khu dân cư Phú nhuận,","8,8 tỷ","57,89 triệu/m²",152 m²,,,m²,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Nam,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",10 m,15 m,
Đất xây biệt thự Linh Xuân - Thủ Đức - 266M2 - Hẻm Xe Tải - Ngang 9m,"6,8 tỷ","25,56 triệu/m²",266 m²,,,m²,"Đường số 11, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Chưa có thổ cư,9 m,30 m,
bán đất mặt tiền Phạm HÙng,"6,8 tỷ","63,26 triệu/m²",107.5 m²,,,m²,"Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,5 m,,
CẦN BÁN ĐẤT MẶT TIỀN ĐƯỜNG MAI ĐĂNG CHƠN HÒA QUÝ,"5,3 tỷ","35,33 triệu/m²",150 m²,,,m²,"Đường Mai Đăng Chơn, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,Mặt tiền,5 m,30 m,
Bán đất Lê Văn Việt - Đường 449 - 72M2 - Nộ Khu Đẳng Cấp - XD Cao Tầng,"7,7 tỷ","106,94 triệu/m²",72 m²,,,m²,"Đường 449, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Mặt tiền",4 m,18 m,
"Bán đất thổ cư diện tích 74 m2, lộ 4m p. Phú Thứ, Cái Răng",580 triệu,"7,84 triệu/m²",74 m²,,,,"Gạch Đường Gỗ, Phường Phú Thứ, Quận Cái Răng, Cần Thơ",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,,,
Bán đất Bình Minh đất vùng ven Cần Thơ rạch Tắc Ông Phò gần CHỢ Mỹ Hòa,500 triệu,"3,97 triệu/m²",126 m²,,,m²,"Tắc Ông phò, Xã Mỹ Hòa, Thị xã Bình Minh, Vĩnh Long",Đất thổ cư,,Đã có sổ,,,,,Tây Bắc,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",5 m,26 m,
Đất thổ cư cần bán nhanh,11 triệu,100.000 đ/m²,110 m²,,,m²,"Ấp Tân Lập, Xã Phú Túc, Huyện Định Quán, Đồng Nai",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",5.5 m,20 m,
Đất mặt tiền đường nhựa Xuân Thới Sơn 1/Nguyễn Văn Bứa gần Cty SAMBU,"4,6 tỷ","20,91 triệu/m²",220 m²,,,m²,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",12 m,18 m,
Bán đất phường định hòa tptdm bình dương,"1,9 tỷ","19,49 triệu/m²",97.5 m²,,,m²,"Nhựa 6m, Phường Định Hoà, Thành phố Thủ Dầu Một, Bình Dương",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",5 m,19.5 m,
"Đất Mặt Tiền KDC Nam Hùng Vương, Có Sổ","7,5 tỷ","83,33 triệu/m²",90 m²,,,,"Đường 2C, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Đông,,,,,,4.5 m,20 m,
"8 lô thổ cư 1/Huỳnh Thị Na-Đông Thạnh-Hóc Môn.Dt 5x27~134m2~3,6ty/lô","3,6 tỷ","26,87 triệu/m²",134 m²,,,m²,"Đường Huỳnh Thị Na, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đang chờ sổ,,,,,Đông Nam,,,,,"Hẻm xe hơi
Thổ cư 1 phần",5 m,27 m,
ĐẤT PHÂN LÔ ĐẠI ÁNG - SÁT VÀNH ĐAI 4 - KINH DOANH ĐỈNH,"6,8 tỷ","112,96 triệu/m²",60.2 m²,,,,"Đại Áng, Xã Đại áng, Huyện Thanh Trì, Hà Nội",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Thổ cư toàn bộ
Mặt tiền",,,
cần tiền bán lô đất dự án Topia Khang Điền,"7,8 tỷ","72,22 triệu/m²",108 m²,,,,"Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,Topia Khang Điền,Mặt tiền,6 m,,
"Bán đất giáp biển, tiềm năng du lịch.","2,7 tỷ","7,11 triệu/m²",380 m²,,,m²,"Giáp Biển, Xã Tam Hải, Huyện Núi Thành, Quảng Nam",Đất thổ cư,,Đã có sổ,,,,,Nam,,,,,Thổ cư 1 phần,11 m,35 m,
2 lô đất dân cư hiện hữu tại Củ Chi,"3,6 tỷ",8 triệu/m²,450 m²,,,m²,"18, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Bắc,,,,,"Mặt tiền
Nở hậu
Thổ cư toàn bộ",25 m,18 m,
💥 LÔ GÓC 2MT SUỐI LỘI 155m2 SHR GIÁ CHỈ 520TR  BAO GPXD CÒN BỚT LỘC,520 triệu,"3,35 triệu/m²",155 m²,,,m²,"Đường Suối Lội, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư toàn bộ
Nở hậu",7 m,22 m,
218mv đất lúa sổ hồng riêng,510 triệu,"2,34 triệu/m²",218 m²,,,m²,"đường Mỹ Lộc Phước HHậu cần Giuộc Long An, Xã Mỹ Lộc, Huyện Cần Giuộc, Long An",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Mặt tiền,10 m,22 m,
"2 lô đất thổ cư mặt tiền Tân Hiệp 14-Hóc Môn.Dt 10x50~500m2~11,5ty/lô","11,5 tỷ",23 triệu/m²,500 m²,,,m²,"Đường Tân Hiệp 14, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Nam,,,,,"Mặt tiền
Thổ cư toàn bộ",10 m,50 m,
2.434mv đất vườn. đã chuyển  lên được 300m đất thổ cư. mua lẻ củng bán,"9,5 tỷ","3,90 triệu/m²",2434 m²,,,m²,"đường Mỹ Lộc Phước Hậu, Xã Mỹ Lộc, Huyện Cần Giuộc, Long An",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Mặt tiền,30 m,80 m,
CHỈ HƠN 4Tỷ SỞ HỮU NGAY LÔ GÓC KDC- GẦN VÀNH ĐAI- HXH- NGANG 6M ĐẸP,"4,5 tỷ",75 triệu/m²,60 m²,,,,"Đường số 24, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Hẻm xe hơi,6 m,10 m,
"Đất full thổ cư chính chủ, HXH, 98m2, TX40, P. Thới An (Q12 cũ)","3,85 tỷ","39,29 triệu/m²",98 m²,,,m²,"Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",5 m,19.5 m,
ĐẤT THỔ CƯ NGỘP 10x67Mét M.TIỀN CỔNG PHỤ KCN PHƯỚC ĐÔNG H.GÒ DẦU,"2,1 tỷ","3,13 triệu/m²",670 m²,,,,"Đường Số 23, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Nở hậu
Thổ cư 1 phần",10 m,70 m,
"Cần tiền bán lô đất rất đẹp, dự án Đặng Gia Phát ngay Global Quận 2",9 tỷ,"99,67 triệu/m²",90.3 m²,,,,"Đường Đỗ Xuân Hợp, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,Khu Dân Cư Đặng Gia Phát,Mặt tiền,5 m,18 m,
"Bán nền đất sát biển 140M2, PK 2, KDL Sinh thái Nhơn Hội, TP Quy Nhơn","4,6 tỷ","32,86 triệu/m²",140 m²,,,m²,"D12, Xã Nhơn Lý, Thành phố Qui Nhơn, Bình Định",Đất thổ cư,,Đã có sổ,,,,,,,,,"Phân Khu số 2 thuộc Khu Đô thị sinh Thái Nhơn Hội
 xã Nhơn Lý
 thành phố Quy Nhơn
 tỉnh Bình Định","Nở hậu
Mặt tiền",,,
"Đất thổ cư 2/Trịnh Thị Miếng-Thới Tam Thôn-Hóc Môn.Dt 6x21~122m2~4,5ty","4,5 tỷ","36,89 triệu/m²",122 m²,,,m²,"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,Hẻm xe hơi,6 m,21 m,
Đất gần VẠN PHÚC CITY 51 m2 /3 TỶ 450 tr Sổ Riêng,"3,45 tỷ","67,65 triệu/m²",51 m²,,,m²,"2, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,,,,
Bán đất bưng riềng dt:258m2 ngang 7.5mx35m đất có vườn bơ gần biển,"1,45 tỷ","5,62 triệu/m²",258 m²,,,,"Đường Quốc lộ 55, Xã Bưng Riềng, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,8 m,35 m,
Bán lô đất xã bông trang dt:327m2 ngang 10mx33m có 100m2 thổ cư,"1,6 tỷ","4,89 triệu/m²",327 m²,,,,"Đường Quốc lộ 55, Xã Bông Trang, Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,10 m,33 m,
bán rẻ lại khu đất đẹp nhất khu vực cho ai đầu tư,"9,8 tỷ","3,33 triệu/m²",2940 m²,,,,"Đường Nguyễn Thị Rành, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,,,,
BÁN ĐẤT MẶT TIỀN BÀ ĐIỂM 4,110 tỷ,10 triệu/m²,11000 m²,,,,"Đường Bà Điểm 4, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Chưa có thổ cư,,,
Bán 2385m đất mặt tiền Nhị Bình 16 - Hóc Môn,32 tỷ,"13,42 triệu/m²",2385 m²,,,m²,"Đường Nhị Bình 16, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,28 m,80 m,
Tôi cần bán lô đất 2 mặt kiệt Ngô Quyền - Sơn Trà ☘️☘️☘️,"3,85 tỷ","57,46 triệu/m²",67 m²,,,m²,"Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Bắc,,,,,"Thổ cư toàn bộ
Nở hậu",5 m,,
"Bán gấp đất ẤP Lộc tiền-đất LUA quy hoạch ONT , đường xe máy","1,8 tỷ","1,22 triệu/m²",1476 m²,,,,"Đường tỉnh 835, Xã Mỹ Lộc, Huyện Cần Giuộc, Long An",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Chưa có thổ cư,,,
BÁN CẶP ĐẤT MẶT TIỀN VÕ NGUYÊN GIÁP SÁT BIỂN,"41,3 tỷ","134,97 triệu/m²",306 m²,,,m²,"Đường Võ Nguyên Giáp, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đất nền dự án,,Đã có sổ,,,,,Đông,,,,,Mặt tiền,12 m,25.5 m,
"Còn xót lại lô *** , đẹp nhất khu bên sông , p. Hiệp bình chánh",16 tỷ,"91,43 triệu/m²",175 m²,,,m²,"Đường Số 16, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,10 m,17.5 m,
Bán lô đất đường 7m5 Yersin Khuê Mỹ Ngũ Hành Sơn 100m2 chốt nhanh,"5,6 tỷ",56 triệu/m²,100 m²,,,m²,"Đường Yersin, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,,,
"cần bán lô đất, thị trấn phước hải 6 x35 thổ cư 80","1,45 tỷ","7,11 triệu/m²",204 m²,,,,"996, Thị trấn Phước Hải, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",Đất thổ cư,,Đã có sổ,,,,,,,,,phước hải,Mặt tiền,6 m,35 m,
CẦN BÁN MẶT TIỀN SIÊU ĐẸP – TRUNG TÂM CHÂU THÀNH (BẾN TRE CŨ),"8,8 tỷ","10,73 triệu/m²",820 m²,,,,"268 , Đường Cách Mạng Tháng Tám, Thị trấn Châu Thành, Huyện Châu Thành, Bến Tre",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Thổ cư 1 phần",28 m,29.28 m,
BÁN NỀN BIỆT THỰ – TRUNG TÂM TP. BẾN TRE,"1,6 tỷ","3,20 triệu/m²",500 m²,,,,"Đường Đồng Văn Cống, Xã Bình Phú, Thành phố Bến Tre, Bến Tre",Đất nông nghiệp,,Đã có sổ,,,,,,,,,,Chưa có thổ cư,11 m,45.45 m,
❌❌Siêu phẩm 2168m2 thổ cư 3 MẶT TIỀN đường số 22 Green City P6 Tân An,55 tỷ,"25,37 triệu/m²",2168 m²,,,,"Đường Số 22, Phường 6, Thành phố Tân An, Long An",Đất thổ cư,,Đã có sổ,,,,,,,,,,,,,
Thím 8 cần tiền làm cưới bán gấp miếng đất xã Tân Hiệp huyện Hóc Môn,"1,48 tỷ","19,73 triệu/m²",75 m²,,,m²,"Đường Huỳnh Thị Mài, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Hẻm xe hơi
Thổ cư toàn bộ",5 m,15 m,
"Đất Nam Hoà Xuân sát sông, hướng Đông Nam bán nhanh","4,45 tỷ","40,45 triệu/m²",110 m²,,,,"Đường Minh Mạng, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Đất thổ cư,,Đã có sổ,,,,,Đông Nam,,,,,,5 m,28 m,
BÁN LÔ ĐẤT 331M. TĂNG NHƠN PHÚ A. Q9,13 tỷ,"39,27 triệu/m²",331 m²,,,m²,"182, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,"Mặt tiền
Hẻm xe hơi",14 m,,
"BÁN LÔ 72M ĐƯỜNG 447 LÊ VĂN VIỆT, GIAO THÔNG VẬN TẢI","7,35 tỷ","102,08 triệu/m²",72 m²,,,m²,"Đường 447, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,,,
"HOT- Hạ giá bán gấp lô đất 02 mặt tiền DT 12x18, gần ngã 3 Giồng H-Môn","4,6 tỷ","20,91 triệu/m²",220 m²,,,m²,"Đường Xuân Thới Sơn 32, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,,,,,,Mặt tiền,12 m,18 m,
Đất nhà vườn nghỉ dưỡng-nhà thờ Mỹ Khánh A Củ Chi,"7,6 tỷ","7,60 triệu/m²",999.9 m²,,,,"697, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Đất thổ cư,,Đã có sổ,,,,,Đông,,,,,"Mặt tiền
Hẻm xe hơi
Thổ cư 1 phần",20 m,49.3 m,
